Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDL14,OUT045,2453.041745372468
FDM33,OUT019,1545.5297519855567
FDA51,OUT045,1789.4543607980422
FDZ27,OUT018,617.8500868763115
FDT04,OUT046,745.1133388159897
DRC13,OUT049,2123.649241225688
FDR16,OUT027,4791.908717572184
FDQ03,OUT027,5116.804555195459
FDE38,OUT035,2799.880184558738
DRH23,OUT027,2382.266989079785
FDT11,OUT019,1140.3272218007714
FDD09,OUT035,2973.961183574229
FDR40,OUT045,1369.1912077659676
FDX07,OUT017,3008.1367991184798
FDR07,OUT035,1749.1510317052614
FDA51,OUT017,1966.6123766137189
FDT59,OUT019,1724.4349580823641
FDF20,OUT017,3170.503965029035
FDR13,OUT045,1861.1844300352104
FDY26,OUT049,3434.025570751616
FDW04,OUT017,2214.59964717494
FDK52,OUT017,3614.203818530473
FDN60,OUT049,2589.7378894578983
FDM09,OUT019,864.2300017043145
FDP46,OUT049,1549.0845611612822
FDB50,OUT019,-573.160788800415
NCQ29,OUT049,4059.9903549694795
FDP16,OUT027,5234.0281635195
FDX33,OUT018,2308.2185742593488
FDP07,OUT010,1234.3032445054018
FDN22,OUT046,3885.8312434093555
FDF39,OUT049,4192.606425094747
FDS21,OUT017,1225.8229377337707
NCM42,OUT013,1771.391235441852
FDK50,OUT019,718.2668158042658
DRF13,OUT027,3745.24476661463
FDH35,OUT018,2322.9214344302072
FDP60,OUT018,1344.2432133872999
DRJ49,OUT027,3490.51959942509
NCT42,OUT019,481.8276567324441
FDE38,OUT049,2758.0228647791737
FDI04,OUT049,3254.5169827794257
NCH54,OUT045,2418.4230303352297
FDT56,OUT049,1174.120743946717
DRD15,OUT018,3325.424200341125
FDV58,OUT013,3056.014167390726
FDP21,OUT049,3095.277734262837
FDH05,OUT013,3685.5920097426088
FDR10,OUT027,4000.4217869315976
NCP06,OUT045,2297.7530503074236
FDF33,OUT049,1848.1286810770184
DRK37,OUT013,2970.480830915443
DRH49,OUT045,1335.8893244760384
FDT58,OUT013,2678.248985761851
FDD41,OUT018,1474.5376143259068
FDP40,OUT018,1584.457179593595
FDM51,OUT027,3140.760452566664
FDO45,OUT010,-383.5200273963294
FDW33,OUT010,-154.2869215593853
FDY24,OUT045,924.1579232930414
FDB10,OUT010,1784.705518366438
FDM40,OUT035,2373.1445972061965
NCI06,OUT017,2926.585851253406
FDW12,OUT019,470.4216477740498
FDX48,OUT027,3939.0364796820327
NCW05,OUT027,3127.617466533121
FDX27,OUT017,1696.283313645621
DRM37,OUT045,3007.0754471447017
FDA38,OUT045,3697.2088074053922
FDR36,OUT046,779.8595724241322
FDZ45,OUT046,3104.1287347296225
FDG05,OUT017,2630.618717805762
FDK28,OUT013,4032.139262676018
FDV47,OUT045,1370.8882643963807
FDN21,OUT045,2472.4399256936817
FDP20,OUT027,3476.4692913653666
FDI35,OUT045,2798.1659975007483
DRY23,OUT013,850.0606313851741
FDA56,OUT017,2100.6825551822944
FDB09,OUT013,2037.1439408277802
NCO26,OUT027,3296.7394616762003
FDQ49,OUT018,2266.79945601371
FDI52,OUT027,3389.2688307596454
FDZ44,OUT027,3343.0940839469113
FDZ09,OUT018,2326.23172343544
FDY03,OUT049,1987.7488958584954
NCG42,OUT017,2161.386394321771
DRI13,OUT027,4803.774718889859
FDQ32,OUT013,2111.893492494895
FDW16,OUT035,1709.6640867186118
FDU27,OUT046,862.5169781751483
FDR28,OUT010,754.0430750229242
FDQ49,OUT010,675.8180454778952
FDS37,OUT046,1890.9385509839585
FDW26,OUT018,3200.6228038597837
FDX12,OUT018,3504.045408519437
NCP06,OUT013,2415.6120286331275
FDW45,OUT010,447.8363930799336
NCN30,OUT049,1654.0620828130038
FDN24,OUT049,1043.5134498189257
NCL41,OUT027,2055.917474258305
FDR02,OUT019,-54.09338477056349
FDD09,OUT010,967.8574317145166
FDS33,OUT010,-346.76455580313495
FDU22,OUT045,1860.8550434922622
FDI53,OUT013,2622.464713721363
DRH01,OUT049,2840.766680208347
FDX32,OUT013,2344.9966058776517
NCP30,OUT018,465.9369494751347
FDB60,OUT045,3021.096548465804
FDB14,OUT049,1675.5162447074804
NCP02,OUT035,1149.7455628314426
FDJ10,OUT017,2373.4569262893033
FDG34,OUT046,1841.6375165600616
NCB18,OUT017,1552.1957515816791
FDM16,OUT049,1411.3794007797674
FDW25,OUT018,1154.0688502612816
FDB35,OUT010,-315.48962706005386
DRN11,OUT013,2267.933005129763
FDF41,OUT019,1947.9874302475923
FDH16,OUT045,1414.6172390842808
NCQ50,OUT018,3011.158455072757
DRH23,OUT018,693.1737780348155
DRJ37,OUT013,2424.412209642028
DRJ24,OUT027,4296.009560386767
FDY16,OUT035,3040.599045522416
FDQ27,OUT045,1700.249710544208
FDZ33,OUT045,2286.289807724065
FDF29,OUT045,2103.800174751653
FDA08,OUT049,2721.8133161172827
FDG31,OUT046,1128.8016682174023
FDE34,OUT019,1066.178216424094
NCR30,OUT027,2652.6205167334824
FDV33,OUT035,4177.02995620087
DRZ24,OUT018,1650.8781180138913
NCL54,OUT035,2810.9084952995117
FDR12,OUT049,2884.0703004971747
NCC54,OUT046,3712.6239174467723
DRN59,OUT013,856.5306678035017
FDX50,OUT019,-66.28745875590721
FDV31,OUT027,4213.840782339436
NCA29,OUT027,4129.577040338583
FDW60,OUT049,2934.9015474170365
FDX08,OUT017,2986.151844655998
DRD49,OUT013,3647.374343869552
FDD33,OUT046,3555.0671501115985
FDW35,OUT013,844.8717689614399
FDJ36,OUT017,1815.9681130044432
FDV51,OUT035,2783.376980343839
FDW36,OUT046,1741.8530530039156
FDH35,OUT046,2602.931127869028
NCS30,OUT027,3484.6330032503415
FDN49,OUT017,859.3003793390036
FDL08,OUT018,3530.892900783334
FDI09,OUT013,3765.9841628140707
FDP19,OUT018,1768.5480967437902
FDU21,OUT010,-1183.3534365909281
NCP41,OUT045,1689.4040913301533
FDY10,OUT013,1877.8005249683342
FDP12,OUT018,478.84897447268577
NCN26,OUT049,1948.357546948582
FDK44,OUT013,2764.7716776807247
FDC28,OUT049,1868.4987103530793
FDJ41,OUT027,5506.050096036327
NCT29,OUT035,2111.792935596399
NCH42,OUT019,1669.1867966175582
FDU60,OUT018,2410.613581830088
FDS02,OUT045,2964.8400583555594
FDC51,OUT046,2031.5327257508175
FDU03,OUT013,2933.980943942195
FDX39,OUT045,3286.618884397506
NCY05,OUT010,-1195.9289058120812
NCL06,OUT027,5411.168849586522
FDD32,OUT035,1536.4190736003236
NCN41,OUT045,1903.4514812666098
NCX53,OUT049,2341.7208140188777
FDU57,OUT019,550.9262798622582
FDQ23,OUT046,1713.9832958596712
FDQ52,OUT045,3779.6161147116104
FDC14,OUT045,744.9841200615276
FDY09,OUT035,2937.1009963597953
FDQ28,OUT045,2462.2785524777632
FDV25,OUT046,3431.9737349310526
FDJ07,OUT035,2034.7412984966898
DRB25,OUT049,1819.8641992989767
FDK52,OUT019,1607.808812944122
FDY52,OUT027,2530.9618499958488
FDB28,OUT046,3083.838935565285
FDT36,OUT035,812.708564943274
FDV25,OUT017,3553.7106319534228
NCN07,OUT027,3508.5353656325055
FDC57,OUT017,3179.768883624615
FDQ03,OUT018,3433.782022486709
FDU23,OUT017,2745.5930535227853
NCX41,OUT035,3435.2548539272707
NCD06,OUT035,963.6773106188682
FDW08,OUT045,1645.1142304593236
NCU29,OUT017,2402.0847538806593
NCE06,OUT013,2555.530508592238
FDV52,OUT010,42.80905039322556
FDB02,OUT017,2927.9065577471065
NCR18,OUT045,718.6040403882164
FDK16,OUT049,1648.3596959752845
NCQ29,OUT010,2064.3033912363962
FDZ01,OUT019,-95.49243015079469
FDW27,OUT035,2643.0768285536874
FDD17,OUT018,3430.45533298795
FDW39,OUT013,2836.6131923241833
DRH59,OUT045,1149.4180822161825
FDS52,OUT013,1730.686954048098
FDU40,OUT027,4497.142306891739
NCF54,OUT013,2756.8648695112515
FDH46,OUT045,1674.6360055829605
NCP14,OUT049,1761.9097256465277
FDH50,OUT049,3026.837725958728
DRF15,OUT010,544.9587757178239
FDV27,OUT027,2940.7682905776683
NCJ06,OUT049,2034.200168274104
FDN02,OUT018,2942.8754056444723
FDQ51,OUT049,983.5764502325419
FDQ07,OUT017,3602.225211657049
FDS45,OUT049,1880.6478637573018
NCJ06,OUT045,1885.1240909930734
FDD36,OUT035,2057.764724229508
FDY25,OUT045,2799.9806429989385
FDU52,OUT046,2448.9267790765807
DRK47,OUT017,3606.076545798793
NCL30,OUT017,2140.1744811809704
FDN22,OUT035,4043.478961050572
